Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Hourly Salary,min_salary,max_salary,Average Salary,Job state,Company_age
"Consultant, Data Science and Analytics",USD 81K - USD 133K,3.8,TransUnion,"New York, NY",10000+ Employees,1968,Company - Public,Business Consulting,Management & Consulting,$1 to $5 billion (USD),0,81,133,107.0,NY,56.0
Data Annotation - Safety tasks / Content Moderation,USD 44K - USD 74K ,4.5,Cohere,"Nashville, TN",1 to 50 Employees,--,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,44,74,59.0,TN,
Solaria Labs Data Science Co-op (July - December 2024),USD 33K - USD 83K,3.7,Liberty Mutual,Remote,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,33,83,58.0,Remote,112.0
Data Scientist (Multiple Openings),USD 120K - USD 139K,4.2,Johnson & Johnson,"Raritan, NJ",10000+ Employees,1887,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,120,139,129.5,NJ,137.0
CAMPUS: I&A Data Science Summer Associate (2024),USD 40.00 Per Hour,4.2,Capital Group Companies,"Los Angeles, CA",5001 to 10000 Employees,1931,Company - Private,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),1,67,67,67.0,CA,93.0
Data Science Fellowship - 2024,USD 68K - USD 100K ,4.1,Institute for Defense Analyses,"Alexandria, VA",1001 to 5000 Employees,1956,Nonprofit Organization,National Agencies,Government & Public Administration,Unknown / Non-Applicable,0,68,100,84.0,VA,68.0
Data Science Engineer,USD 108K - USD 192K,4.4,Adobe,"San Jose, CA",10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,108,192,150.0,CA,42.0
Data Science Analyst - QHS,USD 92K - USD 139K,3.9,Mayo Clinic,"Jacksonville, FL",10000+ Employees,--,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,92,139,115.5,FL,
Junior Data Scientist,USD 70K - USD 111K ,3.4,Coke Florida,"Tampa, FL",1001 to 5000 Employees,2015,Company - Private,Food & Beverage Manufacturing,Manufacturing,$1 to $5 billion (USD),0,70,111,90.5,FL,9.0
College Graduate - Data Science (BS/MS),USD 110K - USD 165K,4.1,INTEL,"Phoenix, AZ",10000+ Employees,1968,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,110,165,137.5,AZ,56.0
Data Science Specialist,USD 84K - USD 88K,4.2,Arizona State University,"Tempe, AZ",10000+ Employees,1885,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,84,88,86.0,AZ,139.0
Data Science Co-op,USD 85K - USD 119K ,4.1,bioMerieux SA,"Hazelwood, MO",10000+ Employees,1963,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD),0,85,119,102.0,MO,61.0
Entry Level Data Science - December 2023 and May 2024 Grads,USD 101K - USD 161K ,4.1,NXP Semiconductors,"Austin, TX",10000+ Employees,2006,Company - Public,Electronics Manufacturing,Manufacturing,$5 to $10 billion (USD),0,101,161,131.0,TX,18.0
"Analyst, Data Science",USD 68K - USD 110K,3.7,Dentsu Global Services,"Lincolnshire, IL",10000+ Employees,--,Company - Public,Advertising & Public Relations,Media & Communication,$5 to $10 billion (USD),0,68,110,89.0,IL,
Data Science Graduate,USD 57K - USD 131K,4.1,Hewlett Packard Enterprise,"Spring, TX",10000+ Employees,2015,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,57,131,94.0,TX,9.0
Customer Data Analyst (Hybrid schedule),USD 84K - USD 126K,4.5,SoCalGas,"Los Angeles, CA",5001 to 10000 Employees,1929,Subsidiary or Business Segment,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD),0,84,126,105.0,CA,95.0
"Scientist 4, Data Science",USD 136K - USD 188K ,3.6,Western Digital,"San Jose, CA",10000+ Employees,1970,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,136,188,162.0,CA,54.0
Data Scientist,USD 80K - USD 110K,3.9,"Amplify Education, Inc.",Remote,201 to 500 Employees,2000,Company - Private,Primary & Secondary Schools,Education,$100 to $500 million (USD),0,80,110,95.0,Remote,24.0
Data Analyst - 1776302,USD 93K - USD 133K ,4.2,HP,"Los Angeles, CA",10000+ Employees,1939,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,93,133,113.0,CA,85.0
Junior Consultant in Strategy & Data Science - New York - May 2024,USD 75K,4.1,Ekimetrics,United States,51 to 200 Employees,2006,Company - Private,Advertising & Public Relations,Media & Communication,$25 to $100 million (USD),0,75,75,75.0,ES,18.0
Junior Data Analyst,USD 53K - USD 80K ,2.8,Century Cabinets,"Alpharetta, GA",1 to 50 Employees,--,Company - Private,Consumer Product Manufacturing,Manufacturing,Less than $1 million (USD),0,53,80,66.5,GA,
Fellowship - Clinical Data Science and Evidence,USD 101K - USD 158K ,4.3,Novo Nordisk,"Plainsboro, NJ",10000+ Employees,1923,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,101,158,129.5,NJ,101.0
People Analytics - Data Science & Reporting Analyst,USD 115K - USD 175K,4.4,"D. E. Shaw & Co., L.P.","New York, NY",1001 to 5000 Employees,1988,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,0,115,175,145.0,NY,36.0
Data Analyst,USD 73K - USD 145K,3.8,Abbott Laboratories,"Columbus, OH",10000+ Employees,1888,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,73,145,109.0,OH,136.0
Data Science Engineer,USD 96K - USD 133K ,3.7,Micron,"Manassas, VA",10000+ Employees,1978,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,96,133,114.5,VA,46.0
"Scientist, Data Science - Hybrid",USD 72K - USD 124K ,3.5,XPO,"Boston, MA",10000+ Employees,2011,Company - Public,Shipping & Trucking,Transportation & Logistics,$5 to $10 billion (USD),0,72,124,98.0,MA,13.0
Data Analyst (Contractor),USD 40.00 - USD 60.00 Per Hour,4.2,Arine,Remote,1 to 50 Employees,2017,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,1,67,100,83.5,Remote,7.0
Data Analyst (May 2024 Graduates),USD 66K - USD 87K,4.1,Gartner,"Irving, TX",10000+ Employees,1979,Company - Public,Business Consulting,Management & Consulting,$1 to $5 billion (USD),0,66,87,76.5,TX,45.0
Staff Data Scientist - Matching Science,USD 164K - USD 238K,4.2,Indeed,Remote,10000+ Employees,2004,Company - Private,Internet & Web Services,Information Technology,$1 to $5 billion (USD),0,164,238,201.0,Remote,20.0
Data Science Leader- TikTok Live,USD 201K - USD 395K,3.4,TikTok,"San Jose, CA",1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,201,395,298.0,CA,8.0
Technology Specialist - Data & AI,USD 38.89 - USD 77.98 Per Hour,4.3,Microsoft,United States,10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),1,65,131,98.0,ES,49.0
Data Integration Engineer (m/f/d),USD 90K - USD 123K ,4.1,Smart Steel Technologies GmbH,"Cincinnati, OH",1 to 50 Employees,2019,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,90,123,106.5,OH,5.0
Data Science Engineer,USD 95K - USD 132K ,3.2,Smart Energy Water,"Irvine, CA",1001 to 5000 Employees,2012,Company - Private,Software Development,Information Technology,$100 to $500 million (USD),0,95,132,113.5,CA,12.0
Data Scientist Promotional Writing (L5) - Content and Studio,USD 130K - USD 199K ,4.1,Netflix,"Los Gatos, CA",5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),0,130,199,164.5,CA,27.0
Research Software Engineer - Data Science,USD 112K - USD 140K ,4.0,Dana-Farber Cancer Institute,"Boston, MA",1001 to 5000 Employees,1947,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),0,112,140,126.0,MA,77.0
Data Science Analyst,USD 93K - USD 130K ,4.3,Banyan Data Services,"San Jose, CA",51 to 200 Employees,2018,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,93,130,111.5,CA,6.0
Head of Growth Data Science,USD 141K - USD 217K ,4.1,Atlassian,"San Francisco, CA",5001 to 10000 Employees,2002,Company - Public,Software Development,Information Technology,Unknown / Non-Applicable,0,141,217,179.0,CA,22.0
"Statistician, Data Science",USD 97K - USD 135K ,4.0,Dana-Farber Cancer Institute,"Boston, MA",1001 to 5000 Employees,1947,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),0,97,135,116.0,MA,77.0
"Manager 2, Data Science",USD 139K - USD 174K ,4.4,Intuit,"San Diego, CA",10000+ Employees,1983,Company - Public,Software Development,Information Technology,$10+ billion (USD),0,139,174,156.5,CA,41.0
"Project Manager, Data Science (Remote)",USD 80K - USD 120K,4.2,CrowdStrike,Remote,5001 to 10000 Employees,2011,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),0,80,120,100.0,Remote,13.0
Data Scientist – Marketing Analytics,USD 74K - USD 113K ,4.0,Universal Orlando Resort,"Orlando, FL",10000+ Employees,1987,Subsidiary or Business Segment,Hotels & Resorts,Hotels & Travel Accommodation,$1 to $5 billion (USD),0,74,113,93.5,FL,37.0
Data Science Technical Fellow,USD 214K - USD 310K,4.2,Indeed,Remote,10000+ Employees,2004,Company - Private,Internet & Web Services,Information Technology,$1 to $5 billion (USD),0,214,310,262.0,Remote,20.0
Data Scientist,USD 80K - USD 116K ,3.9,Jackson Lewis,"Houston, TX",1001 to 5000 Employees,1958,Company - Private,Legal,Legal,$100 to $500 million (USD),0,80,116,98.0,TX,66.0
Data Visualization Specialist,USD 71K - USD 82K,3.2,Buildertrend,"Omaha, NE",501 to 1000 Employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,71,82,76.5,NE,18.0
Summer Co-op 2024 - Data Science,USD 30.00 Per Hour,3.4,Keurig Dr Pepper,"Burlington, MA",10000+ Employees,2018,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),1,50,50,50.0,MA,6.0
"Data Engineering Manager, Data Science",USD 115K - USD 248K,4.4,Adobe,"San Francisco, CA",10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,115,248,181.5,CA,42.0
Data Engineer I / II/ III - Full Time,USD 75K - USD 107K ,3.4,NOMS Healthcare,"Amherst, OH",1 to 50 Employees,--,Unknown,--,--,Less than $1 million (USD),0,75,107,91.0,OH,
Data Engineer,USD 50.00 - USD 65.00 Per Hour,3.2,FocusKPI Inc.,Remote,51 to 200 Employees,--,Company - Private,Advertising & Public Relations,Media & Communication,Less than $1 million (USD),1,84,109,96.5,Remote,
Data Engineer,USD 150K,4.3,Pacaso,"San Francisco, CA",201 to 500 Employees,2020,Company - Private,Real Estate,Real Estate,$100 to $500 million (USD),0,150,150,150.0,CA,4.0
Data Engineer,USD 74K - USD 106K ,3.7,AutoAlert,"Kansas City, MO",201 to 500 Employees,2002,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,74,106,90.0,MO,22.0
Data Analyst,USD 69K - USD 105K ,3.6,Amdex Corporation,"Rockville, MD",51 to 200 Employees,1987,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),0,69,105,87.0,MD,37.0
"Data Engineer, Americas",USD 120K - USD 131K,3.9,LVMH Perfumes & Cosmetics,"East Brunswick, NJ",10000+ Employees,1987,Company - Public,Beauty & Personal Accessories Stores,Retail & Wholesale,$10+ billion (USD),0,120,131,125.5,NJ,37.0
Data Scientist,USD 70K - USD 120K,4.7,AstrumU,"Bellevue, WA",1 to 50 Employees,2017,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,70,120,95.0,WA,7.0
"Analyst, Data Science & Analytics",USD 82K - USD 94K,3.8,HR&A Advisors,"New York, NY",51 to 200 Employees,1976,Company - Private,Real Estate,Real Estate,$5 to $25 million (USD),0,82,94,88.0,NY,48.0
Capital Markets Quantitative Data Analyst,USD 94K - USD 135K ,3.4,FEDERAL HOME LOAN BANKS OFFICE OF FINANCE,"Reston, VA",51 to 200 Employees,--,Company - Private,Banking & Lending,Financial Services,$5 to $25 million (USD),0,94,135,114.5,VA,
Data Analyst,USD 56K - USD 85K ,5.0,Paradigm Oral Health,"Lincoln, NE",201 to 500 Employees,--,Company - Public,--,--,Unknown / Non-Applicable,0,56,85,70.5,NE,
Data Scientist I,USD 80K - USD 92K,2.2,Vibrant Emotional Health,Remote,201 to 500 Employees,--,Nonprofit Organization,Civic & Social Services,Nonprofit & NGO,$5 to $25 million (USD),0,80,92,86.0,Remote,
Data Analyst,USD 62K - USD 93K ,4.1,"Darwill, Inc.","Oakbrook Terrace, IL",201 to 500 Employees,1951,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,62,93,77.5,IL,73.0
Platform Data Analyst,USD 75K - USD 90K,4.4,Reveleer,Remote,201 to 500 Employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $100 million (USD),0,75,90,82.5,Remote,15.0
Manufacturing Data Engineer,USD 90K - USD 116K ,3.6,EFFECT Photonics,"Maynard, MA",51 to 200 Employees,2010,Company - Private,Electronics Manufacturing,Manufacturing,Unknown / Non-Applicable,0,90,116,103.0,MA,14.0
Data Engineer I - REMOTE,USD 68K - USD 97K,3.2,E Source,Remote,201 to 500 Employees,1987,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",Unknown / Non-Applicable,0,68,97,82.5,Remote,37.0
Data Engineer - (Hybrid),USD 85K - USD 123K ,4.0,Cruise Planners,"Coral Springs, FL",51 to 200 Employees,1994,Company - Private,Travel Agencies,Hotels & Travel Accommodation,$5 to $25 million (USD),0,85,123,104.0,FL,30.0
Data Scientist I,USD 89K - USD 124K ,4.0,Axcelis Technologies Inc.,"Beverly, MA",501 to 1000 Employees,1995,Company - Public,Machinery Manufacturing,Manufacturing,$100 to $500 million (USD),0,89,124,106.5,MA,29.0
Data Scientist I - Hybrid,USD 79K - USD 112K,4.1,Radian,"New York, NY",1001 to 5000 Employees,1977,Company - Public,Insurance Carriers,Insurance,$1 to $5 billion (USD),0,79,112,95.5,NY,47.0
Data Scientist 2,USD 94K - USD 183K,4.3,Microsoft,"Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,94,183,138.5,WA,49.0
Data Scientist Analyst,USD 84K - USD 116K ,4.3,Mars,"Bentonville, AR",10000+ Employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),0,84,116,100.0,AR,113.0
Data Visualization Specialist,USD 73K - USD 111K ,4.3,Crunch.io,"San Francisco, CA",51 to 200 Employees,--,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,73,111,92.0,CA,
"Data Scientist, Field Analytics",USD 95K - USD 131K ,3.5,Domino's Corporate,"Ann Arbor, MI",10000+ Employees,1960,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$1 to $5 billion (USD),0,95,131,113.0,MI,64.0
"Data Engineer, Analytics",USD 97K - USD 134K,3.9,Meta,"Menlo Park, CA",10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,97,134,115.5,CA,20.0
Data Scientist,USD 76K - USD 109K ,3.4,"Servpro Industries, LLC","Gallatin, TN",201 to 500 Employees,1967,Company - Private,Building & Personnel Services,Management & Consulting,$1 to $5 billion (USD),0,76,109,92.5,TN,57.0
Data Scientist,USD 83K - USD 175K,3.2,CVS Health,"Boston, MA",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,83,175,129.0,MA,61.0
Data Scientist 1,USD 82K - USD 110K ,4.0,Pacific Northwest National Laboratory,"Richland, WA",5001 to 10000 Employees,1965,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD),0,82,110,96.0,WA,59.0
Data Scientist,USD 110K - USD 130K,3.1,Extend,Remote,201 to 500 Employees,2019,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,110,130,120.0,Remote,5.0
Data Scientist,USD 68K - USD 102K ,4.5,IT Consulting Services,"Fairless Hills, PA",1 to 50 Employees,--,Company - Private,Accounting & Tax,Financial Services,$1 to $5 million (USD),0,68,102,85.0,PA,
"Data Visualization Specialist, Data & Analytics",USD 70K - USD 95K ,4.0,Cresa,"Boston, MA",501 to 1000 Employees,1993,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,0,70,95,82.5,MA,31.0
Tableau Developer – People Analytics,USD 107K,3.7,"Zoom Video Communications, Inc.",Remote,1001 to 5000 Employees,2011,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),0,107,107,107.0,Remote,13.0
Data Scientist,USD 88K - USD 123K ,4.0,JPMorgan Chase & Co,"Plano, TX",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),0,88,123,105.5,TX,225.0
Data Scientist,USD 100K - USD 176K,4.0,Parsons,Remote,10000+ Employees,1944,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),0,100,176,138.0,Remote,80.0
Data Scientist,USD 82K - USD 126K ,3.4,"7-Eleven, Inc.","Irving, TX",10000+ Employees,1927,Company - Private,Food & Beverage Stores,Retail & Wholesale,$1 to $5 billion (USD),0,82,126,104.0,TX,97.0
Data Scientist – Entry Level 2024,USD 83K - USD 125K,4.1,IBM,"San Francisco, CA",10000+ Employees,1911,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),0,83,125,104.0,CA,113.0
Data Analyst,USD 58K - USD 133K,4.2,boozallen,"Norfolk, VA",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),0,58,133,95.5,VA,110.0
"Data Scientist, Analytics - Tiktok",USD 144K - USD 240K,3.4,TikTok,"San Jose, CA",1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,144,240,192.0,CA,8.0
"Senior Analyst, Data Science - Tableau Developer",USD 85K - USD 114K ,3.9,Whirlpool,"Benton Harbor, MI",10000+ Employees,1911,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),0,85,114,99.5,MI,113.0
Data Validation Analyst,USD 50K - USD 70K,4.2,Windfall,"San Francisco, CA",51 to 200 Employees,2016,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,50,70,60.0,CA,8.0
Data Scientist I,USD 76K - USD 125K,3.9,TD Bank,"New York, NY",10000+ Employees,1855,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),0,76,125,100.5,NY,169.0
AI Data Scientist,USD 59K - USD 88K,4.0,Honda,"Marysville, OH",10000+ Employees,1948,Company - Public,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,0,59,88,73.5,OH,76.0
Data Scientist,USD 81K - USD 100K,5.0,Promethium IT Solution,Remote,1 to 50 Employees,--,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,81,100,90.5,Remote,
Data Visualization Specialist,USD 73K - USD 106K ,4.1,Accenture Federal Services,"Arlington, VA",10000+ Employees,1989,Subsidiary or Business Segment,Business Consulting,Management & Consulting,Unknown / Non-Applicable,0,73,106,89.5,VA,35.0
Data Analyst,USD 52K - USD 77K ,5.0,Steck Systems,"Austin, TX",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,0,52,77,64.5,TX,
Data Scientist,USD 104K - USD 159K ,4.2,Heineken,"Petaluma, CA",10000+ Employees,1864,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),0,104,159,131.5,CA,160.0
Data Scientist,USD 113K - USD 174K,3.4,BlackLine,Remote,1001 to 5000 Employees,2001,Company - Public,Software Development,Information Technology,$500 million to $1 billion (USD),0,113,174,143.5,Remote,23.0
Data Analyst/Engineer,USD 85K - USD 115K,4.1,Procter & Gamble,"Iowa City, IA",10000+ Employees,1837,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),0,85,115,100.0,IA,187.0
Data Scientist,USD 95K - USD 143K ,3.6,ASUS Computer International,"Tempe, AZ",10000+ Employees,1989,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,95,143,119.0,AZ,35.0
Data Scientist,USD 80K - USD 90K,3.2,Deluxe,"New York, NY",5001 to 10000 Employees,1915,Company - Public,Financial Transaction Processing,Financial Services,$1 to $5 billion (USD),0,80,90,85.0,NY,109.0
Developer Advocate - Data Science,USD 140K - USD 276K,4.6,NVIDIA,"Santa Clara, CA",10000+ Employees,1993,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),0,140,276,208.0,CA,31.0
"Manager, Data Science (Remote)",USD 130K - USD 205K,4.2,CrowdStrike,Remote,5001 to 10000 Employees,2011,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),0,130,205,167.5,Remote,13.0
Data Scientist 2 - Remote,USD 85K - USD 167K,3.6,Optum,"Huntsville, AL",10000+ Employees,--,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,85,167,126.0,AL,
Research Data Scientist,USD 94K - USD 183K,4.3,Microsoft,"Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,94,183,138.5,WA,49.0
Data Analytics Engineer,USD 92K - USD 125K ,4.0,Targa Resources,"Houston, TX",1001 to 5000 Employees,2006,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$5 to $10 billion (USD),0,92,125,108.5,TX,18.0
Data Analyst I - Pricing,USD 53K - USD 83K ,3.7,Sheetz,"Pittsburgh, PA",10000+ Employees,1952,Company - Private,Convenience Stores,Retail & Wholesale,$5 to $10 billion (USD),0,53,83,68.0,PA,72.0
Data Scientist,USD 122K - USD 221K,3.8,Leidos,Remote,10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,122,221,171.5,Remote,55.0
Data Specialist,USD 46K - USD 71K ,3.0,Hampton University,"Hampton, VA",1001 to 5000 Employees,1868,College / University,Colleges & Universities,Education,$100 to $500 million (USD),0,46,71,58.5,VA,156.0
Data Scientist,USD 80K,3.8,Procal Technologies,Remote,Unknown,--,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,0,80,80,80.0,Remote,
Data Analyst & Visualizer - Entry Level,USD 57K - USD 71K,3.9,CannonDesign,"Chicago, IL",501 to 1000 Employees,1945,Company - Private,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),0,57,71,64.0,IL,79.0
Data Visualization Analyst,USD 85K - USD 106K,3.9,Emerson College,"Boston, MA",201 to 500 Employees,1886,College / University,Colleges & Universities,Education,$100 to $500 million (USD),0,85,106,95.5,MA,138.0
"Manager, Data Science",USD 202K - USD 323K,3.7,GoodRx,"San Francisco, CA",201 to 500 Employees,2011,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,0,202,323,262.5,CA,13.0
Data Scientist,USD 81K - USD 147K,3.8,Leidos,Remote,10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,81,147,114.0,Remote,55.0
Data Science Leader- TikTok Live,USD 201K - USD 395K,3.4,TikTok,"San Jose, CA",1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,201,395,298.0,CA,8.0
Data & Insights Senior Analyst,USD 86K - USD 115K ,4.0,JPMorgan Chase & Co,"Columbus, OH",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),0,86,115,100.5,OH,225.0
"Senior Manager Data Science, Growth",USD 140K - USD 186K ,4.1,Atlassian,"San Francisco, CA",5001 to 10000 Employees,2002,Company - Public,Software Development,Information Technology,Unknown / Non-Applicable,0,140,186,163.0,CA,22.0
Data Analyst,USD 76K - USD 95K,3.9,ZoomInfo Technologies LLC,"Vancouver, WA",1001 to 5000 Employees,2007,Company - Public,Software Development,Information Technology,$1 to $5 billion (USD),0,76,95,85.5,WA,17.0
Senior Data Scientist - Marketing Data Science,USD 135K - USD 177K ,4.1,Atlassian,"San Francisco, CA",5001 to 10000 Employees,2002,Company - Public,Software Development,Information Technology,Unknown / Non-Applicable,0,135,177,156.0,CA,22.0
Data Science Co-Op,USD 97K - USD 143K ,3.9,Bayer,"Creve Coeur, MO",10000+ Employees,1863,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,97,143,120.0,MO,161.0
Senior Data Scientist,USD 134K - USD 185K ,3.2,Spring Health,"New York, NY",501 to 1000 Employees,2016,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,134,185,159.5,NY,8.0
Software Engineer 1 - Machine Learning,USD 103K - USD 146K ,5.0,Abacus.AI,"San Francisco, CA",51 to 200 Employees,2019,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,103,146,124.5,CA,5.0
Data Engineer Scientist,USD 85K - USD 115K,4.1,Procter & Gamble,"Mason, OH",10000+ Employees,1837,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),0,85,115,100.0,OH,187.0
Senior Data Analyst,USD 68K - USD 107K,4.1,Gartner,"Irving, TX",10000+ Employees,1979,Company - Public,Business Consulting,Management & Consulting,$1 to $5 billion (USD),0,68,107,87.5,TX,45.0
Staff Technical Data Analyst,USD 118K - USD 161K ,4.4,Intuit,"Mountain View, CA",10000+ Employees,1983,Company - Public,Software Development,Information Technology,$10+ billion (USD),0,118,161,139.5,CA,41.0
"Senior Manager, Data and People Analytics",USD 70K - USD 140K,4.0,American Express Global Business Travel,United States,10000+ Employees,1915,Company - Public,Travel Agencies,Hotels & Travel Accommodation,Unknown / Non-Applicable,0,70,140,105.0,ES,109.0
"Data Scientist, Analytics",USD 134K - USD 204K,3.9,Meta,"Fremont, CA",10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,134,204,169.0,CA,20.0
Data Scientist I,USD 115K - USD 140K,3.6,Project Management Institute,United States,501 to 1000 Employees,1969,Nonprofit Organization,Membership Organizations,Management & Consulting,Unknown / Non-Applicable,0,115,140,127.5,ES,55.0
"Staff Data Scientist, AI",USD 202K - USD 316K,4.2,Asana,"San Francisco, CA",1001 to 5000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,202,316,259.0,CA,16.0
Data Science Engineer,USD 103K - USD 157K,4.1,McKinstry,"Denver, CO",1001 to 5000 Employees,1960,Company - Private,Construction,"Construction, Repair & Maintenance Services",$500 million to $1 billion (USD),0,103,157,130.0,CO,64.0
Senior Data Scientist,USD 93K - USD 250K,3.6,Roku,"San Jose, CA",1001 to 5000 Employees,2002,Company - Public,Information Technology Support Services,Information Technology,$500 million to $1 billion (USD),0,93,250,171.5,CA,22.0
Data Scientist,USD 174K - USD 175K,4.1,Salesforce,"Seattle, WA",10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),0,174,175,174.5,WA,25.0
Data Analyst,USD 66K - USD 106K,3.6,Peraton,United States,10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),0,66,106,86.0,ES,7.0
